file,path,line,come,vul,vultype,version,gpt_response_valid,is_fixed,is_correctly_fixed,is_fixed_info,未能成功修复原因
0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,/home/hjh/Desktop/test/sguardplus/sum/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.sol,46,SmartBugs,45,unchecked_low_level_calls,^0.4.19,TRUE,False,TRUE,"./smartcontract/single_fixed_contracts\0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e(45).sol:25:3485: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
 ... this.balance ... 
     ^----------^
./smartcontract/single_fixed_contracts\0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e(45).sol:26:33: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
            msg.sender.transfer(this.balance);
                                ^----------^
./smartcontract/single_fixed_contracts\0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e(45).sol:35:24: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
        Owner.transfer(this.balance);
                       ^----------^
./smartcontract/single_fixed_contracts\0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e(45).sol:42:29: Error: Type bool is not implicitly convertible to expected type tuple(bool,bytes memory).
    (success, returnData) = adr.call.value(msg.value)(data);
                            ^-----------------------------^
","bool类型转换错误：(success, returnData) = adr.call.value(msg.value)(data) 返回 bool 类型，但期望的返回类型是 tuple(bool, bytes memory)"
0xf7ed56c1ac4d038e367a987258b86fc883b960a1,/home/hjh/Desktop/test/sguardplus/sum/0xf7ed56c1ac4d038e367a987258b86fc883b960a1.sol,731,rlrep,717,access_control,^0.4.19,TRUE,True,TRUE,,
0xfe15acb4e81ca0e4c1ce9c824036ef1f830bc630,/home/hjh/Desktop/test/sguardplus/sum/0xfe15acb4e81ca0e4c1ce9c824036ef1f830bc630.sol,7,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,True,TRUE,,
2018-13167,/home/hjh/Desktop/test/sguardplus/sum/2018-13167.sol,122,smartfix,106,Arithmetic,^0.4.24,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13167(106).sol:105:27: Error: Member ""mul"" not found or not visible after argument-dependent lookup in uint256
        uint256 _amount = mintedAmount.mul(10 ** uint256(decimals));
                          ^--------------^
",未引入safemath库
2018-13169,/home/hjh/Desktop/test/sguardplus/sum/2018-13169.sol,263,smartfix,153,Arithmetic,^0.4.20,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13169(153).sol:33:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function Ethereum_Cash_Pro_Coin() public
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13169(153).sol:139:17: Warning: Use of the ""var"" keyword is deprecated.
                var amountWith = this.balance - 10000000000000000;
                ^------------^
./smartcontract/single_fixed_contracts\2018-13169(153).sol:150:32: Error: Undeclared identifier.
    uint256 totalTokenToMint = SafeMath.mul(tokensToMint, 10 ** 18);
                               ^------^
./smartcontract/single_fixed_contracts\2018-13169(153).sol:151:24: Error: Undeclared identifier.
    balanceOf[owner] = SafeMath.add(balanceOf[owner], totalTokenToMint);
                       ^------^
./smartcontract/single_fixed_contracts\2018-13169(153).sol:152:19: Error: Undeclared identifier.
    totalSupply = SafeMath.add(totalSupply, totalTokenToMint);
                  ^------^
",未引入safemath库
2018-13176,/home/hjh/Desktop/test/sguardplus/sum/2018-13176.sol,245,smartfix,210,Arithmetic,^0.4.16,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13176(210).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13176(210).sol:46:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13176(210).sol:188:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TrustZen(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13176(210).sol:20:28: Warning: Functions in interfaces should be declared external.
interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) public; }
                           ^-----------------------------------------------------------------------------------------------^
./smartcontract/single_fixed_contracts\2018-13176(210).sol:73:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13176(210).sol:150:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(msg.sender, _value);
        ^----------------------^
./smartcontract/single_fixed_contracts\2018-13176(210).sol:168:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(_from, _value);
        ^-----------------^
./smartcontract/single_fixed_contracts\2018-13176(210).sol:203:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13176(210).sol:212:25: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
    balanceOf[target] = balanceOf[target].add(mintedAmount);
                        ^-------------------^
",未引入safemath库
2018-13200,/home/hjh/Desktop/test/sguardplus/sum/2018-13200.sol,246,smartfix,237,Arithmetic,0.4.21,TRUE,True,未能成功修复乘法导致的上溢漏洞,,
2018-13201,/home/hjh/Desktop/test/sguardplus/sum/2018-13201.sol,125,smartfix,119,Arithmetic,^0.4.13,TRUE,True,未能成功修复乘法导致的上溢漏洞,,
2018-13208,/home/hjh/Desktop/test/sguardplus/sum/2018-13208.sol,172,smartfix,165,Arithmetic,^0.4.2,TRUE,True,未能成功修复乘法导致的上溢漏洞,,
2018-13213,/home/hjh/Desktop/test/sguardplus/sum/2018-13213.sol,298,smartfix,184,Arithmetic,^0.4.2,TRUE,True,未能成功修复乘法导致的上溢漏洞,,
2018-13225,/home/hjh/Desktop/test/sguardplus/sum/2018-13225.sol,182,smartfix,168,Arithmetic,^0.4.13,TRUE,True,未能成功修复乘法导致的上溢漏洞,,
2018-13327,/home/hjh/Desktop/test/sguardplus/sum/2018-13327.sol,93,smartfix,35,Arithmetic,^0.4.4,TRUE,True,未能成功修复上溢漏洞,,
2018-13478,/home/hjh/Desktop/test/sguardplus/sum/2018-13478.sol,235,smartfix,200,Arithmetic,^0.4.16,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13478(200).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13478(200).sol:45:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13478(200).sol:181:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function DMPToken(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13478(200).sol:20:28: Warning: Functions in interfaces should be declared external.
interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) public; }
                           ^-----------------------------------------------------------------------------------------------^
./smartcontract/single_fixed_contracts\2018-13478(200).sol:66:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13478(200).sol:143:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(msg.sender, _value);
        ^----------------------^
./smartcontract/single_fixed_contracts\2018-13478(200).sol:161:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(_from, _value);
        ^-----------------^
./smartcontract/single_fixed_contracts\2018-13478(200).sol:193:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13478(200).sol:200:29: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
        balanceOf[target] = balanceOf[target].add(mintedAmount);
                            ^-------------------^
",未引入safemath库
2018-13494,/home/hjh/Desktop/test/sguardplus/sum/2018-13494.sol,132,smartfix,123,Arithmetic,^0.4.16,TRUE,True,TRUE,,
2018-13496,/home/hjh/Desktop/test/sguardplus/sum/2018-13496.sol,303,smartfix,158,Arithmetic,^0.4.16,TRUE,True,TRUE,,
2018-13521,/home/hjh/Desktop/test/sguardplus/sum/2018-13521.sol,205,smartfix,74,Arithmetic,^0.4.16,TRUE,True,TRUE,,
2018-13530,/home/hjh/Desktop/test/sguardplus/sum/2018-13530.sol,83,smartfix,30,Arithmetic,^0.4.13,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13530(30).sol:20:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function HunterCoin() {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13530(30).sol:30:25: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
    balanceOf[target] = balanceOf[target].add(amount);
                        ^-------------------^
",没导入safemath库
2018-13545,/home/hjh/Desktop/test/sguardplus/sum/2018-13545.sol,235,smartfix,214,Arithmetic,^0.4.19,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13545(214).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13545(214).sol:45:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13545(214).sol:192:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function HashShield(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13545(214).sol:20:28: Warning: Functions in interfaces should be declared external.
interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) public; }
                           ^-----------------------------------------------------------------------------------------------^
./smartcontract/single_fixed_contracts\2018-13545(214).sol:77:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13545(214).sol:154:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(msg.sender, _value);
        ^----------------------^
./smartcontract/single_fixed_contracts\2018-13545(214).sol:172:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(_from, _value);
        ^-----------------^
./smartcontract/single_fixed_contracts\2018-13545(214).sol:207:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13545(214).sol:215:25: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
    balanceOf[target] = balanceOf[target].add(mintedAmount);
                        ^-------------------^
",没导入safemath库
2018-13644,/home/hjh/Desktop/test/sguardplus/sum/2018-13644.sol,162,smartfix,135,Arithmetic,^0.4.18,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13644(135).sol:25:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function Owner() public{
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13644(135).sol:60:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function RoyalClassicCoin(uint256 initial_supply, string _name, string _symbol, uint8 _decimal) public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13644(135).sol:90:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(msg.sender, to, value);
        ^-----------------------------^
./smartcontract/single_fixed_contracts\2018-13644(135).sol:116:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(from, to, value);
        ^-----------------------^
./smartcontract/single_fixed_contracts\2018-13644(135).sol:129:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Approval(msg.sender, _spender, _amount);
        ^-------------------------------------^
./smartcontract/single_fixed_contracts\2018-13644(135).sol:135:24: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
    balances[target] = balances[target].add(mintedAmount); 
                       ^------------------^
",没导入safemath库
2018-13729,/home/hjh/Desktop/test/sguardplus/sum/2018-13729.sol,267,smartfix,165,Arithmetic,^0.4.17,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13729(165).sol:33:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function JPMD100B() public
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13729(165).sol:153:17: Warning: Use of the ""var"" keyword is deprecated.
                var amountWith = this.balance - 10000000000000000;
                ^------------^
./smartcontract/single_fixed_contracts\2018-13729(165).sol:163:32: Error: Undeclared identifier.
    uint256 totalTokenToMint = SafeMath.mul(tokensToMint, 10 ** 18);
                               ^------^
./smartcontract/single_fixed_contracts\2018-13729(165).sol:164:24: Error: Undeclared identifier.
    balanceOf[owner] = SafeMath.add(balanceOf[owner], totalTokenToMint);
                       ^------^
./smartcontract/single_fixed_contracts\2018-13729(165).sol:165:19: Error: Undeclared identifier.
    totalSupply = SafeMath.add(totalSupply, totalTokenToMint);
                  ^------^
",没导入safemath库
2018-13741,/home/hjh/Desktop/test/sguardplus/sum/2018-13741.sol,235,smartfix,200,Arithmetic,^0.4.16,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13741(200).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13741(200).sol:45:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13741(200).sol:181:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function ABLGenesisToken(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13741(200).sol:20:28: Warning: Functions in interfaces should be declared external.
interface tokenRecipient { function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData) public; }
                           ^-----------------------------------------------------------------------------------------------^
./smartcontract/single_fixed_contracts\2018-13741(200).sol:66:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13741(200).sol:143:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(msg.sender, _value);
        ^----------------------^
./smartcontract/single_fixed_contracts\2018-13741(200).sol:161:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Burn(_from, _value);
        ^-----------------^
./smartcontract/single_fixed_contracts\2018-13741(200).sol:193:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(_from, _to, _value);
        ^--------------------------^
./smartcontract/single_fixed_contracts\2018-13741(200).sol:200:29: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
        balanceOf[target] = balanceOf[target].add(mintedAmount);
                            ^-------------------^
",没导入safemath库
2018-13771,/home/hjh/Desktop/test/sguardplus/sum/2018-13771.sol,219,smartfix,206,Arithmetic,^0.4.21,TRUE,False,没导入safemath库,"./smartcontract/single_fixed_contracts\2018-13771(206).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13771(206).sol:45:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13771(206).sol:184:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function ExacoreContract (
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-13771(206).sol:206:29: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
        balanceOf[target] = balanceOf[target].add(mintedAmount);
                            ^-------------------^
",没导入safemath库
2018-14087,/home/hjh/Desktop/test/sguardplus/sum/2018-14087.sol,175,smartfix,157,Arithmetic,^0.4.16,TRUE,False,SafeMath未引入,"./smartcontract/single_fixed_contracts\2018-14087(157).sol:6:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-14087(157).sol:40:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function TokenERC20(uint256 initialSupply, string tokenName, string tokenSymbol) public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\2018-14087(157).sol:122:2: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
	function EncryptedToken() TokenERC20(INITIAL_SUPPLY, 'EUC', 'EUC') payable public {}
	^----------------------------------------------------------------------------------^
./smartcontract/single_fixed_contracts\2018-14087(157).sol:157:19: Error: Undeclared identifier.
    uint amount = SafeMath.mul(msg.value, buyPrice); // calculates the amount safely
                  ^------^
",没导入safemath库
2018-14089,/home/hjh/Desktop/test/sguardplus/sum/2018-14089.sol,208,smartfix,101,Arithmetic,^0.4.19,TRUE,True,未修复成功,,
integer_overflow_mapping_sym,/home/hjh/Desktop/test/sguardplus/sum/integer_overflow_mapping_sym.sol,19,SmartBugs,16,Arithmetic,^0.4.11,TRUE,True,TRUE,,
reentrance,/home/hjh/Desktop/test/sguardplus/sum/reentrance.sol,33,SmartBugs,24,Reentrancy,^0.4.18,TRUE,True,TRUE,,
send_loop,/home/hjh/Desktop/test/sguardplus/sum/send_loop.sol,29,SmartBugs,24,DoS,0.4.24,TRUE,True,TRUE,,
dos_address,/home/hjh/Desktop/test/sguardplus/sum/dos_address.sol,37,SmartBugs,16,DoS,^0.4.25,TRUE,False,TRUE,"./smartcontract/single_fixed_contracts\dos_address(17).sol:17:29: Error: Contract or array type expected.
        creditorAddresses = new address ;
                            ^---------^
",不支持的语法特性
lottery,/home/hjh/Desktop/test/sguardplus/sum/lottery.sol,69,SmartBugs,38,BAD_RANDOMNESS,^0.4.0,TRUE,True,blockhash 仍然是可以被矿工操纵的值,,
smart_billions,/home/hjh/Desktop/test/sguardplus/sum/smart_billions.sol,772,SmartBugs,523,BAD_RANDOMNESS,^0.4.13,TRUE,True,FALSE,,
